entry_uuid,legend_bullet_src,entry_date,entry_text,entry_links,scrape_timestamp
fa522369-f150-4be9-a385-91b94d65313a,"['https://d3thpuk46eyjbu.cloudfront.net/uploads/production/3512/1521729445/original/bulletred.png?1521729445', 'https://d3thpuk46eyjbu.cloudfront.net/uploads/production/3515/1522176563/public/bulletlightblue.png?1522176563']","July 13, 2017","   – July 13, 2017 – Donald Trump told Brigitte Macron, the first lady of France, that she was ""in such good shape,” during his first state visit to France as president.",['https://www.theguardian.com/us-news/2017/jul/14/youre-in-such-good-shape-trump-criticised-for-creepy-comment-on-brigitte-macron'],2020-11-06 05:56:35.765734
dd239df8-8e2c-4efc-bf1d-5c2953bbec57,['https://d3thpuk46eyjbu.cloudfront.net/uploads/production/3515/1522176563/public/bulletlightblue.png?1522176563'],"June 27, 2017"," – June 27, 2017 – The Trump Organization framed a March 1, 2009 cover of Time magazine and hung it on the walls of at least five Trump resorts. The cover features Trump with his arms crossed beside the headlines “Donald Trump: The Apprentice is a television smash!” and “TRUMP IS HITTING ON ALL FRONTS…EVEN ON TV!” Time magazine has confirmed the cover is fake.",['https://www.washingtonpost.com/politics/a-time-magazine-with-trump-on-the-cover-hangs-in-his-golf-clubs-its-fake/2017/06/27/0adf96de-5850-11e7-ba90-f5875b7d1876_story.html?utm_term=.114f0dc4237d'],2020-11-06 05:56:35.766290
5eb87127-f3e3-42f1-a176-bbfe3fd46167,['https://d3thpuk46eyjbu.cloudfront.net/uploads/production/3515/1522176563/public/bulletlightblue.png?1522176563']," June 30, 2017"," –  June 30, 2017 – Referring to the House’s passage of a second repeal-and-replace bill, Donald Trump tweeted, “If Republican Senators are unable to pass what they are working on now, they should immediately REPEAL, and then REPLACE at a later date!” If Obamacare were repealed without an alternative to replace it, 32 million Americans would lose health care coverage. ","['https://twitter.com/realdonaldtrump/status/880737163247267840?lang=en', 'http://money.cnn.com/2017/06/30/news/economy/obamacare-repeal-trump/index.html']",2020-11-06 05:56:35.766710
89f5e730-bd51-4fc3-a176-302e637882d6,['https://d3thpuk46eyjbu.cloudfront.net/uploads/production/3515/1522176563/public/bulletlightblue.png?1522176563'],"August 21, 2020"," – August 21, 2020 – Trump said he had a “theory” that if November’s election results were not known by the end of 2020, “Crazy Nancy Pelosi would become president, you know that. No. No. I don’t know if it’s a theory or a fact, but I said, ’That’s not good. That’s not good.’” In his remarks to a conservative group in Arlington, Va., Trump also said, “The more success that we’ve achieved, the more unhinged the radical left has become. Anarchists and violent mobs have rioted in our Democrat-run cities, attacking police and tearing down statues. I’m the only thing standing between the American dream and total anarchy, madness, and chaos, and that’s what it is.”",['https://www.nytimes.com/2020/08/21/us/elections/trump-says-he-is-the-only-thing-standing-between-the-american-dream-and-total-anarchy.html'],2020-11-06 05:56:35.767009
ecc90d2b-c61d-46dc-a6f9-a59fd4e28e3d,"['https://d3thpuk46eyjbu.cloudfront.net/uploads/production/3519/1522176814/public/bulletpink.png?1522176814', 'https://d3thpuk46eyjbu.cloudfront.net/uploads/production/3520/1522176863/public/bulletdarkpurple.png?1522176863']","July 6, 2020","  – July 6, 2020 – Companies linked to Trump’s family and friends applied for $21 million in Small Business Administration funding meant to help businesses hurt by the pandemic. Those positioned to benefit from the bailout money included companies owned or backed by the family of Trump’s son-in-law, White House adviser Jared Kushner, and the president’s son, Donald Jr. The government refused to share details of the loans until pressed by watchdog groups.  ",['https://www.propublica.org/article/trump-friends-and-family-cleared-for-millions-in-small-business-bailout'],2020-11-06 05:56:35.767390
c9d9cb90-f96b-4640-9137-60f4b4621cb9,"['https://d3thpuk46eyjbu.cloudfront.net/uploads/production/3509/1521729073/original/bullet.png?1521729073', 'https://d3thpuk46eyjbu.cloudfront.net/uploads/production/3515/1522176563/public/bulletlightblue.png?1522176563', 'https://d3thpuk46eyjbu.cloudfront.net/uploads/production/3512/1521729445/original/bulletred.png?1521729445']","June 2, 2020","   – June 2, 2020 – Trump continued to assail protesters, singling out demonstrators in New York City, where marches were largely peaceful. “NYC, CALL UP THE NATIONAL GUARD,” he wrote in a tweet. “The lowlifes and losers are ripping you apart. Act fast!”",['https://apnews.com/697d654ea64f3370f373aacfca2da950'],2020-11-06 05:56:35.768084
ba8684e0-62bd-494b-a5c8-f070246c6074,['https://d3thpuk46eyjbu.cloudfront.net/uploads/production/3515/1522176563/public/bulletlightblue.png?1522176563'],"November 8, 2017"," – November 8, 2017 – Donald Trump marked the one-year anniversary of his election to the presidency by tweeting about his victory. Below a photo of himself giving a thumbs-up, Trump wrote, “Congratulations to all of the “DEPLORABLES” and the millions of people who gave us a MASSIVE (304-227) Electoral College landslide victory!” ",['https://twitter.com/realDonaldTrump/status/928325667556548608'],2020-11-06 05:56:35.768414
2e90eb3c-31da-425b-98aa-235a401e8be1,"['https://d3thpuk46eyjbu.cloudfront.net/uploads/production/3515/1522176563/public/bulletlightblue.png?1522176563', 'https://d3thpuk46eyjbu.cloudfront.net/uploads/production/3512/1521729445/original/bulletred.png?1521729445']","September 14, 2019","  – September 14, 2019 – New sexual assault allegations were brought up against Trump-nominated Supreme Court Justice Brett Kavanaugh a year after his confirmation hearing in which Christine Blasey Ford accused him of sexual assault. ","['https://www.nytimes.com/2019/09/14/sunday-review/brett-kavanaugh-deborah-ramirez-yale.html', 'https://www.nytimes.com/2018/09/27/us/politics/brett-kavanaugh-confirmation-hearings.html']",2020-11-06 05:56:35.768784
33e91188-e27f-4792-ba54-31bc9f0aee2f,['https://d3thpuk46eyjbu.cloudfront.net/uploads/production/3517/1522176690/public/bulletyellow.png?1522176690'],"February 18, 2020"," – February 18, 2020 – Trump commuted the sentence of former Illinois Governor Rod Blagojevich, who was convicted on corruption charges in 2010 — the same year he appeared on Trump’s TV show, The Celebrity Apprentice.",['https://www.npr.org/2020/02/18/807057090/trump-commutes-sentence-of-former-illinois-gov-rod-blagojevich'],2020-11-06 05:56:35.769121
1294014b-2345-4ec0-8630-5e27752f9491,['https://d3thpuk46eyjbu.cloudfront.net/uploads/production/3518/1522176758/public/bulletorange.png?1522176758'],"March 11, 2019","  – March 11, 2019 – Trump called for $8.6 billion for his border wall in his budget proposal for fiscal year 2020. The same budget called for increased spending for the Department of Homeland Security and a 31% spending cut to the Environmental Protection Agency.",['https://www.govinfo.gov/content/pkg/BUDGET-2020-BUD/pdf/BUDGET-2020-BUD.pdf'],2020-11-06 05:56:35.769410
005127f6-f707-4a8e-bf77-8a22cc3ceb0c,['https://d3thpuk46eyjbu.cloudfront.net/uploads/production/3515/1522176563/public/bulletlightblue.png?1522176563']," February 7, 2017"," –  February 7, 2017 – Donald Trump stated the murder rate in America had reached a 47-year peak. This was not true. While there had been a slight increase in murders from 2014 to 2015, the murder rate for both years was still more than 40 percent lower than it had been 47 years ago. In 1970, there were nearly 8 murders per 100,000 people in America; in 2015, the latest year with full data collected by the FBI, that number had fallen to 4.9 murders per 100,000 people. ","['http://money.cnn.com/2017/02/07/media/murder-rate-donald-trump-media-conspiracy-theories/index.html', 'https://www.cnn.com/2017/02/07/politics/donald-trump-murder-rate-fact-check/index.html']",2020-11-06 05:56:35.769780
d16342b1-c1e0-4c90-ba3c-6afead129209,['https://d3thpuk46eyjbu.cloudfront.net/uploads/production/3518/1522176758/public/bulletorange.png?1522176758'],"September 10, 2020"," – September 10, 2020 – “I didn’t lie,” Trump said when an ABC reporter asked him why he downplayed the pandemic. “The way you phrased that is such a disgrace,” Trump added. “It’s a disgrace to ABC Television Network. It’s a disgrace to your employer.”",['https://thehill.com/homenews/administration/515915-trump-calls-question-about-why-he-lied-about-covid-19-a-disgrace'],2020-11-06 05:56:35.770264
924e0be6-307c-4301-a888-a55b4aec7b0c,['https://d3thpuk46eyjbu.cloudfront.net/uploads/production/3518/1522176758/public/bulletorange.png?1522176758'],"May 1, 2017"," – May 1, 2017 – The White House moved to end funding for Michelle Obama’s “Let Girls Learn” initiative, which educated young women and girls in developing countries. ",['http://www.cnn.com/2017/05/01/politics/trump-michelle-obama-girls-education/'],2020-11-06 05:56:35.770540
495ca56f-9c73-4709-8f1b-b4c16a75cde8,['https://d3thpuk46eyjbu.cloudfront.net/uploads/production/3515/1522176563/public/bulletlightblue.png?1522176563'],"August 27, 2018","  – August 27, 2018 – In response to the death of Senator John McCain, Donald Trump issued no public statement and declined to answer questions about McCain, a veteran who spent 31 years in the Senate. Flags at the White House were lowered on Saturday night after McCain’s death and raised again Sunday, the bare minimum required by law. Trump issued a tweet “My deepest sympathies and respect go out to the family of Senator John McCain. Our hearts and prayers are with you!”","['https://www.vox.com/2018/8/27/17786018/john-mccain-trump-funeral-flag-tweet', 'http://time.com/5383828/donald-trump-defends-handling-john-mccain-death/']",2020-11-06 05:56:35.770864
d4c84c80-0281-4f1c-8dfc-528789a31ecf,"['https://d3thpuk46eyjbu.cloudfront.net/uploads/production/3520/1522176863/public/bulletdarkpurple.png?1522176863', 'https://d3thpuk46eyjbu.cloudfront.net/uploads/production/3512/1521729445/original/bulletred.png?1521729445']","October 6, 2018","   – October 6, 2018 – The Senate voted 50 to 48 to confirm Brett Kavanaugh to the Supreme Court after multiple women came forward with allegations of sexual assault. ","['https://www.nytimes.com/2018/10/06/us/politics/brett-kavanaugh-supreme-court.html', 'https://www.businessinsider.com/brett-kavanaugh-sexual-assault-misconduct-allegations-2018-9']",2020-11-06 05:56:35.771227
16083b2f-8dfc-4949-857e-18317f6258f4,['https://d3thpuk46eyjbu.cloudfront.net/uploads/production/3515/1522176563/public/bulletlightblue.png?1522176563'],"May 1, 2017"," – May 1, 2017 – Donald Trump ended an interview when pressed for evidence to support his claim that Obama had illegally ordered surveillance of Trump Tower during the 2016 election. Responding to follow-ups from the reporter asking for proof, Trump said, “I have my own opinions. You can have your own opinions. OK, it’s enough. Thank you.” Trump’s claim of illegal wiretaps has been widely discredited, rebutted by both the FBI and the National Security Division. ","['https://www.politico.com/story/2017/05/01/trump-surveillance-claims-cbs-interview-237831', 'https://www.factcheck.org/2017/09/revisiting-trumps-wiretap-tweets/']",2020-11-06 05:56:35.771590
c79b2165-933a-4dbb-b46b-35b4b25e54aa,"['https://d3thpuk46eyjbu.cloudfront.net/uploads/production/3518/1522176758/public/bulletorange.png?1522176758', 'https://d3thpuk46eyjbu.cloudfront.net/uploads/production/3516/1522176628/public/bulletgreen.png?1522176628']","April 5, 2017","  – April 5, 2017 – The EPA proposed budget cuts to a program that trained construction workers in removing toxic lead-based paints and educated the public on the dangers of lead exposure. In 2014, the Center for Disease Control and Prevention found blood levels above the danger threshold in 243,000 American children. Thirty-eight million American homes contained lead-based paints in need of removal, while only 14 states had programs to pick up the slack on lead removal after the federal budget cut. ",['https://www.washingtonpost.com/news/energy-environment/wp/2017/04/05/trumps-epa-moves-to-defund-programs-that-protect-children-from-lead/?utm_term=.e30cfb902040'],2020-11-06 05:56:35.771974
f7bd4cd8-fb9b-43dc-9d29-af14f096e3f0,['https://d3thpuk46eyjbu.cloudfront.net/uploads/production/3518/1522176758/public/bulletorange.png?1522176758'],"March 3, 2017"," – March 3, 2017 –  The Trump administration proposed significant budget cuts to the National Oceanic and Atmospheric Administration. Among the largest funding reductions were for the NOAA’s programs monitoring climate change’s progression. The biggest single budget cut was made to NOAA’s satellite division, which reports on the speed of climate change’s progression. The satellite program had drawn Republican criticism after publishing a study in Science magazine that contradicted a favorite argument of climate change deniers and concluded the pace of climate change was neither “pausing” nor slowing down. In Trump’s proposed budget, this satellite program would lose almost 40 percent of its funding. ","['https://www.washingtonpost.com/news/energy-environment/wp/2017/03/03/white-house-proposes-steep-budget-cut-to-leading-climate-science-agency/?utm_term=.e4d7bb468b11', 'http://spacenews.com/house-spending-bill-increases-nasa-planetary-science-cuts-noaa-weather-satellite-program/']",2020-11-06 05:56:35.772316
febf7c89-b1ac-445d-b7d3-04a571b722b3,['https://d3thpuk46eyjbu.cloudfront.net/uploads/production/3517/1522176690/public/bulletyellow.png?1522176690'],"July 31, 2017"," – July 31, 2017 – Donald Trump dictated a public statement on behalf of his son, Donald Trump Jr., regarding a meeting between Trump Jr. and a Russian lawyer. President Trump’s dictation stated the meeting ""primarily discussed a program about the adoption of Russian children.” A subsequent release of Trump Jr.’s email thread on the topic indicated that the topic of the meeting was regarding Clinton and Russian support for Trump’s campaign. ","['https://www.washingtonpost.com/politics/trump-dictated-sons-misleading-statement-on-meeting-with-russian-lawyer/2017/07/31/04c94f96-73ae-11e7-8f39-eeb7d3a2d304_story.html?utm_term=.14fd85d952c4', 'https://www.washingtonpost.com/news/the-fix/wp/2017/07/11/donald-trump-jr-s-emails-about-meeting-a-russian-government-attorney-annotated/?utm_term=.091a010a1ade']",2020-11-06 05:56:35.772679
b637d17e-adb3-4db4-a6ab-48f031d0d23f,['https://d3thpuk46eyjbu.cloudfront.net/uploads/production/3515/1522176563/public/bulletlightblue.png?1522176563'],"May 30, 2020"," – May 30, 2020 – For the second day in a row, Trump condemned people across the country who protested the killing of George Floyd, threatening them with “vicious dogs” and “ominous weapons.” In a tweet that seemed to welcome a confrontation, he wrote, “Tonight, I understand, is MAGA NIGHT AT THE WHITE HOUSE???” He later suggested he didn’t mean to incite any violence. “I was just asking,” he said. “By the way, they love African-American people. They love black people.”  ",['https://www.politico.com/news/2020/05/29/white-house-protest-lock-down-290224'],2020-11-06 05:56:35.773323
65d77e54-841a-493b-af1b-511899892f2c,"['https://d3thpuk46eyjbu.cloudfront.net/uploads/production/3520/1522176863/public/bulletdarkpurple.png?1522176863', 'https://d3thpuk46eyjbu.cloudfront.net/uploads/production/3516/1522176628/public/bulletgreen.png?1522176628']","November 2, 2017","  – November 2, 2017 – In a statement during the NBC television program Meet the Press, Energy Secretary Rick Perry seemed to suggest that fossil fuels could lower rates of sexual assault. Perry asserted that Africa lacked access to electric light, and said, “But also from the standpoint of sexual assault. When the lights are on, when you have light that shines, the righteousness, if you will on those types of acts. [sic]” ",['http://thehill.com/homenews/administration/358386-rick-perry-fossil-fuels-will-help-prevent-sexual-assault'],2020-11-06 05:56:35.773770
dbd67ba0-f08d-498b-9131-85e6d65c7aa2,['https://d3thpuk46eyjbu.cloudfront.net/uploads/production/3515/1522176563/public/bulletlightblue.png?1522176563'],"June 3, 2020","  – June 3, 2020 – Trump’s press secretary, Kayleigh McEnany, denied that tear gas and rubber bullets were used to clear out protesters so that Trump could have his picture taken at St. John’s church. The Park Police, however, acknowledged firing “pepper ball” projectiles and “smoke canisters” into the crowd. Trump also denied going into a bunker while protesters gathered outside the White House. He later acknowledged that he had gone to the bunker, but only for an “inspection.” He said, “I went down during the day, and I was there for a tiny little short period of time,” adding that he went to the bunker “two, two and a half” times.","['https://www.washingtonpost.com/lifestyle/media/trump-demands-journalists-correct-stories-on-the-use-of-tear-gas-according-to-the-cdc-it-was-tear-gas/2020/06/02/bf68726c-a544-11ea-bb20-ebf0921f3bbd_story.html', 'https://www.nytimes.com/2020/06/03/us/politics/trump-protests.html']",2020-11-06 05:56:35.774123
1156fdce-ce3f-49d6-bb1c-05d4f7f19610,"['https://d3thpuk46eyjbu.cloudfront.net/uploads/production/3516/1522176628/public/bulletgreen.png?1522176628', 'https://d3thpuk46eyjbu.cloudfront.net/uploads/production/3518/1522176758/public/bulletorange.png?1522176758']","March 28, 2018","  – March 28, 2018 – The EPA sent an internal memo to staff describing a list of “approved talking points” downplaying the certainty of climate change. These included statements like, ""While there has been extensive research and a host of published reports on climate change, clear gaps remain in our understanding of the role of human activity and what we can do about it.”",['https://www.huffingtonpost.com/entry/epa-climate-adaptation_us_5abbb5e3e4b04a59a31387d7'],2020-11-06 05:56:35.774647
fea1ad37-7b6a-43be-b5b6-a3c16f1e627c,"['https://d3thpuk46eyjbu.cloudfront.net/uploads/production/3512/1521729445/original/bulletred.png?1521729445', 'https://d3thpuk46eyjbu.cloudfront.net/uploads/production/3515/1522176563/public/bulletlightblue.png?1522176563']","June 24, 2019","  – June 24, 2019 – When asked about E. Jean Carroll’s sexual assault accusations, Trump responded, “I’ll say it with great respect, number one, she’s not my type.”","['https://www.thecut.com/2019/06/donald-trump-assault-e-jean-carroll-other-hideous-men.html', 'https://thehill.com/homenews/administration/450229-read-trumps-full-exclusive-interview-with-the-hill']",2020-11-06 05:56:35.775094
827a4884-cfc8-462d-abd7-87977de764ff,['https://d3thpuk46eyjbu.cloudfront.net/uploads/production/3512/1521729445/original/bulletred.png?1521729445'],"October 12, 2016"," – October 12, 2016 – Mariah Billado, a former Miss Teen USA contestant, claimed that Donald Trump behaved inappropriately during the pageant. Billado said that in 1997 Trump walked into the changing room when contestants were not fully clothed. She is one of four former Miss Teen U.S.A. contestants to tell the same story of Trump’s sexual misconduct. ",['https://www.buzzfeed.com/kendalltaggart/teen-beauty-queens-say-trump-walked-in-on-them-changing?utm_term=.dvwXm3zKL%23.ovL6DamYj'],2020-11-06 05:56:35.775608
c3028d81-631e-4302-83db-ae07dd7af40e,['https://d3thpuk46eyjbu.cloudfront.net/uploads/production/3520/1522176863/public/bulletdarkpurple.png?1522176863'],"January 30, 2018"," – January 30, 2018 – Donald Trump’s appointee for Director of the CDC, Brenda Fitzgerald, was found to have personally profited from investments in the tobacco industry. ",['https://www.politico.com/story/2018/01/30/cdc-director-tobacco-stocks-after-appointment-316245'],2020-11-06 05:56:35.776021
eb2ccb14-9cfb-4698-833c-06512361b520,['https://d3thpuk46eyjbu.cloudfront.net/uploads/production/3518/1522176758/public/bulletorange.png?1522176758'],"July 17, 2020"," – July 17, 2020 – The official portraits of former Presidents Bill Clinton and George W. Bush were taken out of the Grand Foyer of the White House, where portraits of recent presidents have long been displayed. The paintings were moved to the Old Family Dining Room, which is seldom visited. Trump had yet to unveil a portrait of former President Obama.",['https://www.cnn.com/2020/07/17/politics/white-house-portraits-clinton-bush-trump/index.html'],2020-11-06 05:56:35.776331
721567d0-c72d-470e-a7b2-8b332dcc53e3,"['https://d3thpuk46eyjbu.cloudfront.net/uploads/production/3512/1521729445/original/bulletred.png?1521729445', 'https://d3thpuk46eyjbu.cloudfront.net/uploads/production/3515/1522176563/public/bulletlightblue.png?1522176563']","September 26, 2018","   – September 26, 2018 – In a news conference, Trump responded defensively to the allegations of sexual misconduct raised against Supreme Court Justice nominee Brett Kavanaugh.  “Look, if we brought George Washington here… the Democrats would vote against him, just so you understand,” the president said. “Didn’t he have a couple of things in his past? George Washington would be voted against 100 percent by Schumer and the con artists.” Trump also cited the women who have raised sexual misconduct allegations against him: “I was accused by four or five women who got paid a lot of money to make up stories about me.”",['https://www.vox.com/2018/9/26/17907608/trump-kavanaugh-rosenstein-press-conference-un-nafta-full-text-transcript'],2020-11-06 05:56:35.776684
5b711abc-ba31-4c13-a350-bddc8e7b68dd,['https://d3thpuk46eyjbu.cloudfront.net/uploads/production/3520/1522176863/public/bulletdarkpurple.png?1522176863'],"February 24, 2017"," – February 24, 2017 – After Donald Trump’s speech at the Conservative Political Action Conference, where he declared certain media outlets to be “FAKE NEWS,” White House Press Secretary Sean Spicer temporarily barred the New York Times, CNN, and Politico from the daily White House press briefing. While reporters from these publications were not permitted into the briefing, the Trump administration allowed entrance for correspondents from Fox News and Breitbart News. ",['https://www.nytimes.com/2017/02/24/us/politics/white-house-sean-spicer-briefing.html'],2020-11-06 05:56:35.777212
daa73d31-4891-493a-ad5f-27590c11d1f5,['https://d3thpuk46eyjbu.cloudfront.net/uploads/production/3518/1522176758/public/bulletorange.png?1522176758'],"February 26, 2020"," – February 26, 2020 – Even though Mike Pence had come under fire for health policy that worsened Indiana’s HIV outbreak during his time as the state’s governor, Trump appointed Pence to lead the United States’ response to the coronavirus outbreak. Pence has no medical background.",['https://www.npr.org/sections/health-shots/2020/02/26/809578063/trump-to-address-response-to-coronavirushttps://www.npr.org/sections/health-shots/2020/02/26/809578063/trump-to-address-response-to-coronavirus'],2020-11-06 05:56:35.777566
39b4695e-6782-4356-acae-0ac1d725987e,"['https://d3thpuk46eyjbu.cloudfront.net/uploads/production/3515/1522176563/public/bulletlightblue.png?1522176563', 'https://d3thpuk46eyjbu.cloudfront.net/uploads/production/3520/1522176863/public/bulletdarkpurple.png?1522176863']","October 14, 2020","   – October 14, 2020 – Trump’s re-election campaign took Dr. Anthony Fauci’s comments out of context in an ad to make it seem as if the infectious diseases expert were praising the president. After Fauci said he had not agreed to be in the ad, Trump ridiculed him on Twitter, alluding to Fauci’s first pitch at a baseball game in July. Fauci’s “pitching arm,” he said, “is far more accurate than his prognostications.”",['https://www.axios.com/trump-fauci-coronavirus-pitching-arm-tweet-08a373cd-625b-4b45-b80c-5993652adaa2.html'],2020-11-06 05:56:35.777919
f68c93e4-1374-4b55-9d15-66f68e0dc788,['https://d3thpuk46eyjbu.cloudfront.net/uploads/production/3520/1522176863/public/bulletdarkpurple.png?1522176863'],"February 16, 2017"," – February 16, 2017 – In the first two months of 2017, Republican lawmakers scheduled only 88 town hall meetings with their constituents. In 2015, by comparison, Republicans held 222 town halls during the same two-month period. ",['https://news.vice.com/en_us/article/a3jmpz/more-than-200-republicans-in-congress-are-skipping-february-town-halls-with-constituents'],2020-11-06 05:56:35.778218
6d0332d5-d724-4981-90d5-60abc9bb6ec7,['https://d3thpuk46eyjbu.cloudfront.net/uploads/production/3515/1522176563/public/bulletlightblue.png?1522176563'],"January 8, 2018"," – January 8, 2018 – A study by Factbase’s Bill Frischling found that Donald Trump speaks at a fourth-grade level. After evaluating Trump’s speech patterns and vocabulary on the Flesch-Kincaid grade level scale, Factbase determined Trump communicates at the lowest level of any president since Herbert Hoover. (Herbert Hoover actually spoke at an eleventh-grade level; Factbase’s study didn’t analyze any president from before 1929.) The fourth-grade competency discovered by Frischling resonated with another review nearly three years earlier conducted by the Boston Globe. The Globe had analyzed the verbal fluency of all presidential candidates based on their statements during presidential debates. Their review determined Trump’s language was the least sophisticated of all 19 candidates—including both Democrats and Republicans. Mirroring the results of the Factbase study in 2018, Trump’s verbal fluency during 2015 presidential debates equaled that of a fourth grader.","['https://factba.se/blog/2018/01/08/stable-genius-lets-go-to-the-data/', 'https://www.bostonglobe.com/news/politics/2015/10/20/donald-trump-and-ben-carson-speak-grade-school-level-that-today-voters-can-quickly-grasp/LUCBY6uwQAxiLvvXbVTSUN/story.html']",2020-11-06 05:56:35.778690
d7a5a361-7106-4e0c-b23d-9a0dc4a74496,['https://d3thpuk46eyjbu.cloudfront.net/uploads/production/3512/1521729445/original/bulletred.png?1521729445'],"August 22, 2020"," – August 22, 2020 – Trump was ordered by a California judge to pay an adult-film actress $44,100. The money was for her legal fees related to a lawsuit that she had brought against the president. Stephanie Clifford, also known as Stormy Daniels, had sued Trump to be released from a $130,000 nondisclosure agreement to keep her quiet about their alleged sexual relationship.",['https://www.latimes.com/world-nation/story/2020-08-22/trump-ordered-to-pay-44-100-in-stormy-daniels-legal-fees'],2020-11-06 05:56:35.779025
45baaa78-5473-43d6-9f35-2a90c87fd80f,"['https://d3thpuk46eyjbu.cloudfront.net/uploads/production/3515/1522176563/public/bulletlightblue.png?1522176563', 'https://d3thpuk46eyjbu.cloudfront.net/uploads/production/3516/1522176628/public/bulletgreen.png?1522176628']","September 14, 2020","  – September 14, 2020 – During a visit to California, Trump dismissed climate change as being a factor in the record-breaking wildfires that swept across the state. “It will start getting cooler, just you watch,” he said. When State Natural Resources Agency Secretary Wade Crowfoot spoke of the importance of relying on science, Trump rebuffed him, saying, “I don’t think science knows, actually.” By early October, the wildfires will have consumed 4 million acres in California.",['https://apnews.com/article/bd152cd786b58e45c61bebf2457f9930'],2020-11-06 05:56:35.779485
fe40b715-a918-4acb-8faa-13ecbeb0d9a7,['https://d3thpuk46eyjbu.cloudfront.net/uploads/production/3515/1522176563/public/bulletlightblue.png?1522176563'],"March 29, 2017","  – March 29, 2017 – Donald Trump tweeted, “Remember when the failing @nytimes apologized to its subscribers, right after the election, because their coverage was so wrong. Now worse!” Published the same month as the above tweet, the Times’s financial report announced the newspaper had just enjoyed its strongest quarter for subscriber growth in the publication’s 126-year history.  ","['https://twitter.com/realdonaldtrump/status/847056211006631936?lang=en', 'http://s1.q4cdn.com/156149269/files/doc_news/2017/Press-Release-Q1-2017-FINAL.pdf']",2020-11-06 05:56:35.780211
ee550254-d07e-41a7-b6a3-4334c04cf034,"['https://d3thpuk46eyjbu.cloudfront.net/uploads/production/3517/1522176690/public/bulletyellow.png?1522176690', 'https://d3thpuk46eyjbu.cloudfront.net/uploads/production/3520/1522176863/public/bulletdarkpurple.png?1522176863']","November 15, 2019 ","  – November 15, 2019  – Roger Stone, a political adviser of Trump’s, was found guilty on five counts of lying to Congress, one count of witness tampering, and one count of obstruction of a proceeding. Stone originally pleaded not guilty to charges of his involvement in collusion between Russia and Trump’s 2016 presidential campaign. ","['https://www.npr.org/2019/11/15/779353180/roger-stone-political-operative-and-trump-aide-guilty-in-false-statements-trial', 'https://abcnews.go.com/Politics/roger-stone-expected-plead-guilty-dc-court/story?id=60680971']",2020-11-06 05:56:35.780730
44647d1b-cdb7-4fda-9705-f67a0999d560,['https://d3thpuk46eyjbu.cloudfront.net/uploads/production/3520/1522176863/public/bulletdarkpurple.png?1522176863'],"June 26, 2017"," – June 26, 2017 – Interior Secretary Ryan Zinke flew on a charter plane from Las Vegas to his hometown in Montana, which cost taxpayers $12,375. Zinke and his staff used private and military aircraft multiple times.",['https://www.politico.com/story/2017/09/28/ryan-zinke-charter-military-planes-interior-243280'],2020-11-06 05:56:35.781339
31def6a0-c51f-4fcf-b93f-2cf2ba166e50,['https://d3thpuk46eyjbu.cloudfront.net/uploads/production/3520/1522176863/public/bulletdarkpurple.png?1522176863'],"April 18, 2017","  – April 18, 2017 – After a federal judge from Hawaii ruled against Donald Trump’s travel ban placed on several Muslim-majority countries, Attorney General Jeff Sessions said he was “amazed that a judge sitting on an island in the Pacific” could block the immigration ban. ",['https://www.cnn.com/2017/04/20/politics/kfile-sessions-psychoanalyze/index.html'],2020-11-06 05:56:35.781831
03fc0fc6-2e48-4040-bbe1-9161fd8795d8,['https://d3thpuk46eyjbu.cloudfront.net/uploads/production/3518/1522176758/original/bulletorange.png?1522176758'],"January 25, 2017"," – January 25, 2017 – Following up on his campaign promise to crack down on immigration, Donald Trump signed an executive order to both bolster the United States deportation force and direct construction of a wall along the Mexican border. The executive order also expanded the definition of “priority for deportation” to include anyone charged with a criminal offense. Rather than requiring a conviction by a court, “priority for deportation” would henceforth apply to any “acts that constitute a chargeable offense”—including minor offenses such as traffic violations and shoplifting. ","['https://www.nytimes.com/2017/01/25/us/politics/refugees-immigrants-wall-trump.html', 'https://www.nytimes.com/2017/01/26/us/trump-immigration-deportation.html', 'https://www.dailynews.com/2017/02/21/under-trump-illegal-immigrants-with-traffic-tickets-to-be-targeted-for-deportation/']",2020-11-06 05:56:35.782416
bd86d924-4b99-45a6-96b2-73acecbe2f87,"['https://d3thpuk46eyjbu.cloudfront.net/uploads/production/3515/1522176563/public/bulletlightblue.png?1522176563', 'https://d3thpuk46eyjbu.cloudfront.net/uploads/production/3509/1521729073/original/bullet.png?1521729073']","July 14, 2019","  – July 14, 2019 – In a series of tweets, Trump attacked four congresswomen of color: Alexandria Ocasio-Cortez, Ilhan Omar, Rashida Tlaib and Ayanna Pressley. He said they “originally came from countries whose governments are a complete and total catastrophe, the worst, most corrupt and inept anywhere in the world (if they even have a functioning government at all).” Trump suggested that they “go back and help fix the totally broken and crime-infested places from which they came.” Ocasio-Cortez was born in New York, Tlaib in Detroit, and Pressley in Cincinnati.",['https://twitter.com/realDonaldTrump/status/1150381394234941448'],2020-11-06 05:56:35.782829
