entry_uuid,categories,entry_date,entry_date_dt,entry_text_split,scrape_timestamp
c6256f45-32d2-43fe-8fca-07642c8c1ff8,"['Policy', 'Public Statements / Tweets']","November 20, 2018",2018-11-20 00:00:00,"Trump declared that the U.S. would remain a “steadfast partner” of Saudi Arabia. His support of the totalitarian monarchy came despite the CIA’s assessment that Saudi Crown Prince Mohammed bin Salman approved the gruesome killing of journalist Jamal Khashoggi. The White House statement put the murder in an economic context. “The Kingdom agreed to spend and invest $450 billion in the United States. This is a record amount of money. It will create hundreds of thousands of jobs, tremendous economic development, and much additional wealth for the United States.” The $450 billion figure was later determined to be incorrect.",2020-11-05 02:35:36.434049
a26178f5-6d7e-4896-a7fd-b963db6b4e8a,['Trump Staff & Administration'],"March 26, 2018",2018-03-26 00:00:00,"Donald Trump kept in touch with Rob Porter after Porter left the White House amid credible allegations against him of domestic abuse from two of his ex-wives. In the final few weeks of March, Trump’s phone calls with Porter became increasingly frequent, with some speculating Trump would bring Porter back to the White House soon. (March 25, 2018)",2020-11-05 02:35:36.434344
3e805304-ff66-4cf6-b9bb-0f72c107a74d,"['Environment', 'Policy']","June 19, 2019",2019-06-19 00:00:00,"The Environmental Protection Agency issued the final Affordable Clean Energy Rule, which rolled back power-plant regulations established under President Obama.",2020-11-05 02:35:36.434651
6dcf5cf8-0e80-4920-a804-7c9a826f1e3a,['Trump Staff & Administration'],"August 20, 2020",2020-08-20 00:00:00,"Stephen Bannon, Trump’s former chief strategist, was charged with cheating hundreds of thousands of donors who were told that their money would go toward building a wall along the Mexican border. A federal indictment said that Bannon, arrested with two other men, used almost $1 million for personal expenses; in all, the men raised more than $25 million. Bannon, who portrayed himself as a man of the people, was arrested on a $35 million yacht owned by fugitive Chinese billionaire Guo Wengui.",2020-11-05 02:35:36.434911
4c1f83f2-5707-45a1-ad37-3849a313ae9e,"['Collusion with Russia & Obstruction of Justice', 'Trump Family Business Dealings']","May 12, 2017",2017-05-12 00:00:00,"Morgan Lewis Tax Partners reviewed ten years of Donald Trump’s tax returns and reported that, with “a few exceptions,” he had no financial ties with Russia. After investigation of Morgan Lewis, the Guardian found the tax firm had been named Russia Law Firm of the Year by an industry publication which ranks law firms by region.",2020-11-05 02:35:36.435240
1b44c027-8734-405e-a581-443859b1554a,"['White Supremacy, Racism, Homophobia, Transphobia, & Xenophobia', 'Public Statements / Tweets']","March 18, 2020",2020-03-18 00:00:00,"Even though the World Health Organization advised him not to, as his words could give rise to racial profiling, Trump defended his use of the term “Chinese virus” to refer to COVID-19.",2020-11-05 02:35:36.435658
9aa74a6c-25bd-400f-8cde-9ecc11eea6fb,"['Public Statements / Tweets', 'Environment']","September 14, 2020",2020-09-14 00:00:00,"During a visit to California, Trump dismissed climate change as being a factor in the record-breaking wildfires that swept across the state. “It will start getting cooler, just you watch,” he said. When State Natural Resources Agency Secretary Wade Crowfoot spoke of the importance of relying on science, Trump rebuffed him, saying, “I don’t think science knows, actually.” By early October, the wildfires will have consumed 4 million acres in California.",2020-11-05 02:35:36.435965
f427bf77-4e5d-4981-83b1-76cc59076906,['Trump Staff & Administration'],"June 26, 2017",2017-06-26 00:00:00,"Interior Secretary Ryan Zinke flew on a charter plane from Las Vegas to his hometown in Montana, which cost taxpayers $12,375. Zinke and his staff used private and military aircraft multiple times.",2020-11-05 02:35:36.436220
e71b58b1-b467-4e18-848d-2f29fbdf79c4,['Public Statements / Tweets'],"January 2, 2018",2018-01-02 00:00:00,"After months of lambasting journalists and attacking the press as “fake news,” Donald Trump tweeted to announce “THE MOST DISHONEST & CORRUPT MEDIA AWARDS OF THE YEAR,” where “subjects will cover Dishonesty & Bad Reporting in various categories from the Fake News Media.”",2020-11-05 02:35:36.436786
e9d1144e-cd33-4d98-b75f-3410b19ba06c,['Public Statements / Tweets'],"November 15, 2017",2017-11-15 00:00:00,"After a mass shooting in northern California, Donald Trump appeared to copy-and-paste an earlier tweet from a different attack and forgot to change the city. Though the shooting occurred in Rancho Tehama, California, Trump tweeted, “May God be with the people of Sutherland Springs, Texas. The FBI and Law Enforcement has arrived.”",2020-11-05 02:35:36.437080
a29b5c66-bc12-463b-b8a8-87a9304c57ad,"['Collusion with Russia & Obstruction of Justice', 'Trump Staff & Administration']","April 21, 2019",2019-04-21 00:00:00,"In the wake of the Mueller Report’s release, Trump’s attorney, Rudy Giuliani, defended his client’s ties to Russia. “There’s nothing wrong with taking information from Russians,” he told CNN. On NBC, he was asked, “So, it is now OK for political campaigns to work with materials stolen by foreign adversaries?” Giuliani’s response: “Well, it depends on the stolen material.”",2020-11-05 02:35:36.437457
c1e7e2d3-3061-4238-b11d-9e045b48188d,['Public Statements / Tweets'],"May 5, 2016",2016-05-05 00:00:00,"For the Mexican holiday of Cinco de Mayo, Donald Trump posted a photo of himself eating a taco bowl to Facebook and Twitter, captioned, “Happy #CincoDeMayo! The best taco bowls are made in Trump Tower Grill. I love Hispanics!”",2020-11-05 02:35:36.437928
d428969a-3d7b-4f43-a351-74f4962730f5,['Trump Staff & Administration'],"September 1, 2017",2017-09-01 00:00:00,"Kansas Secretary of State Kris Kobach, appointed by Donald Trump to lead investigations of voter fraud for the 2016 election, was a paid columnist for the alt-right website Breitbart while the voter fraud investigation was still underway.",2020-11-05 02:35:36.438455
69e22d09-55f0-4ade-a36e-f594ff2c0603,"['White Supremacy, Racism, Homophobia, Transphobia, & Xenophobia', 'Public Statements / Tweets', 'Sexual Misconduct, Harassment, & Bullying']","June 2, 2020",2020-06-02 00:00:00,"Trump continued to assail protesters, singling out demonstrators in New York City, where marches were largely peaceful. “NYC, CALL UP THE NATIONAL GUARD,” he wrote in a tweet. “The lowlifes and losers are ripping you apart. Act fast!”",2020-11-05 02:35:36.438996
318e754f-683d-46b1-ac5b-0cc59c1f00a8,['Policy'],"May 31, 2017",2017-05-31 00:00:00,"The White House granted ethics waivers to 17 senior officials, including Kellyanne Conway and Steve Bannon. The waivers allowed Bannon to interact with Breitbart News, and Conway to interact with lobbyists and private clients.",2020-11-05 02:35:36.439253
7d0f9378-13dd-4bd3-9b0a-278a0f46e114,"['Sexual Misconduct, Harassment, & Bullying']","October 12, 2016",2016-10-12 00:00:00,"Rachel Crooks claimed Donald Trump sexually harassed her. Crooks said that when she met Trump for the first time in 2005 while working as a receptionist for a company in Trump Tower, Trump would not let go of her hand and inappropriately kissed her.",2020-11-05 02:35:36.439506
883a38f3-c640-433f-b7d6-0027f42d8ed3,['Trump Family Business Dealings'],"December 29, 2017",2017-12-29 00:00:00,"In 2017, Donald Trump spent nearly one-third of his time in office at a property that bears his name or that his company owns.",2020-11-05 02:35:36.439756
50800134-53b7-416a-b1e2-4f3007d12ad1,['Public Statements / Tweets'],"March 4, 2020",2020-03-04 00:00:00,"Despite dire warnings from the World Health Organization, Trump disputed the deadliness of Covid-19 on a “hunch.” In an upbeat tone, he added: “So, if we have thousands or hundreds of thousands of people that get better just by, you know, sitting around and even going to work—some of them go to work, but they get better.” The following day, Trump tweeted, “I NEVER said people that are feeling sick should go to work. This is just more Fake News and disinformation put out by the Democrats.”",2020-11-05 02:35:36.440221
a2c7285c-8cd9-4731-966f-a178df2f7424,"['Trump Staff & Administration', 'Policy']","January 14, 2019 ",2019-01-14 00:00:00,"The Clemson Tigers football team visited the White House after winning the national championship. Previous White House celebrations for sports teams have featured elegant meals that highlight the best of American cuisine. Trump served them a candlelit dinner of McDonald’s fast food, still in paper wrappers.",2020-11-05 02:35:36.440576
b366fdc3-927e-4e43-aac8-9c94ea612a42,['Collusion with Russia & Obstruction of Justice'],"March 30, 2017",2017-03-30 00:00:00,"According to FBI Director James Comey, Donald Trump called him to ask the director to “lift the cloud” of the Russia investigation. Trump said the investigation was impeding his ability to make deals for the country.",2020-11-05 02:35:36.440931
c5073114-7bc3-4625-930e-c082d7768cf5,['Public Statements / Tweets'],"October 31, 2020",2020-10-31 00:00:00,"For the second time in a week, Trump falsely claimed that doctors were inflating the number of patient deaths from COVID-19 in order to be paid more. At a rally in Michigan, Trump said, “Our doctors get more money if someone dies from COVID. You know that, right? I mean our doctors are very smart people. So what they do is they say, ‘I’m sorry, but everybody dies of COVID.’”",2020-11-05 02:35:36.441321
b90ee0cd-4b7d-4eff-be71-593c88bbfd0d,['Public Statements / Tweets'],"November 19, 2017",2017-11-19 00:00:00,"Donald Trump publicly feuded with LaVar Ball, who is the father of a UCLA basketball player, after Ball’s son was arrested for shoplifting in China during a team trip. Trump reportedly called Chinese President Xi Jin Ping and requested LaVar Ball’s son’s release. Ball disparaged Trump’s role in freeing his son, saying, “Don’t tell me nothing. Everybody wants to make it seem like he helped me out.” Trump retaliated over Twitter, writing, “Now that the three basketball players are out of China and saved from years in jail, LaVar Ball, the father of LiAngelo, is unaccepting of what I did for his son and that shoplifting is no big deal. I should have left them in jail!”",2020-11-05 02:35:36.441628
e49b3082-e2a9-40c5-a4c4-ae0551f83d8e,"['Collusion with Russia & Obstruction of Justice', 'Trump Staff & Administration']","March 2, 2017",2017-03-02 00:00:00,"Attorney General Jeff Sessions recused himself from the Justice Department’s ongoing Russia investigation after reports surfaced that he had two undisclosed meetings with Russian Ambassador Sergey Kislyak. The New York Times reported Donald Trump tried to convince Sessions not to recuse himself, and that he expected Sessions to protect him in the investigation.",2020-11-05 02:35:36.441969
fe616974-5061-4805-be7d-057ca2717856,"['Trump Staff & Administration', 'Environment']","October 13, 2017",2017-10-13 00:00:00,"Donald Trump nominated a climate change skeptic to chair the Council on Environmental Quality, which advises the White House on environmental policy. Before her position on the council, Kathleen Hartnett White worked on the Texas Public Policy Foundation where she authored a paper that included this sentence: “Whether emitted from the human use of fossil fuels or as a natural (and necessary) gas in the atmosphere surrounding the earth, carbon dioxide has none of the attributes of a pollutant.” She also wrote a 2014 paper that argued, “global warming alarmists are misleading the public about carbon dioxide emissions.”",2020-11-05 02:35:36.442263
3577a8f1-b215-4983-95f9-6b2d63b71029,['Public Statements / Tweets'],"October 10, 2017",2017-10-10 00:00:00,"In response to rumors earlier in the month that Secretary of State Rex Tillerson had called the president a “moron,” Donald Trump said, “I think it’s fake news. But if he did that, I guess we’ll have to compare IQ tests. And I can tell you who is going to win.”",2020-11-05 02:35:36.442477
81f511ac-54cb-4fd2-be70-5a24d042f945,"['White Supremacy, Racism, Homophobia, Transphobia, & Xenophobia']","January 31, 2018",2018-01-31 00:00:00,"Donald Trump’s first State of the Union Address received public praise from known white supremacists like David Duke and Richard Spencer. Following the speech, Spencer tweeted, “Trump said that he wants to maintain the “nuclear family” by ending chain migration. Basically, he’s implying the superiority of the Prostestent [sic] “wife and kids” over the South American and African extended family. Interesting rhetoric.”",2020-11-05 02:35:36.442732
bc15f2bb-0da2-4a15-9d8d-b771fcda5e35,['Public Statements / Tweets'],"August 12, 2020",2020-08-12 00:00:00,"Trump congratulated Marjorie Taylor Greene, a Republican congressional candidate from Georgia who voiced her support of the far-right conspiracy theory QAnon. “Marjorie is strong on everything and never gives up — a real WINNER!” Trump wrote on Twitter. The FBI identified QAnon as a potential domestic terror threat in 2019.",2020-11-05 02:35:36.443169
f0307ae0-3dc1-4118-a770-29f86655a1eb,"['Sexual Misconduct, Harassment, & Bullying']","January 17, 2017",2017-01-17 00:00:00,"After accusing him of sexual misconduct, Summer Zervos also filed a defamation lawsuit against Donald Trump. Zervos claimed Trump had tarnished her reputation when he issued false statements against her and others who had accused him of sexual harassment, calling them “liars” who were telling their stories for “ten minutes of fame.”",2020-11-05 02:35:36.443430
2f66637b-f40c-49d6-b82a-17924bf41069,"['White Supremacy, Racism, Homophobia, Transphobia, & Xenophobia', 'Public Statements / Tweets']","July 4, 2020",2020-07-04 00:00:00,"On Independence Day, a holiday of national unity, Trump renewed his attack on protesters in remarks at the White House. “We will never allow an angry mob to tear down our statues, erase our history, indoctrinate our children or trample on our freedoms,” he said. “We are now in the process of defeating the radical left, the Marxists, the anarchists, the agitators, the looters, and people who, in many instances, have absolutely no clue what they are doing.”",2020-11-05 02:35:36.443729
28f85c3c-e869-4b0f-93d8-3660f1cd6b5b,"['White Supremacy, Racism, Homophobia, Transphobia, & Xenophobia', 'Public Statements / Tweets']","June 18, 2020",2020-06-18 00:00:00,"Too much testing for the coronavirus “made the US look bad,” Trump said in an interview with the Wall Street Journal. “I personally think testing is overrated, even though I created the greatest testing machine in history,” he said. Trump also said that in moving the date of his Tulsa rally to the day after Juneteenth — because of the uproar it caused — he “did something good: I made Juneteenth very famous.” The president, however, said that he hadn’t known about the holiday, nor had his staff, until a Secret Service agent informed him about it.",2020-11-05 02:35:36.444062
f8701e1a-1d1f-4fad-bee4-ffca84d4155a,['Trump Staff & Administration'],"February 26, 2017",2017-02-26 00:00:00,"The Trump Organization claimed it had made good on its promise to donate all profits earned from foreign governments to the U.S. Treasury. However, it provided no evidence of how much it donated or how that amount was calculated. Since his company has accepted payments from foreign governments (see numbers 41, 42, 63, 102, 135, 210, 277, 319), Donald Trump may have violated the Constitution’s Emoluments Clause, which prohibits any U.S. official from receiving gifts or compensation from another nation’s government. By all recent evidence, Trump has neither divested from his companies nor set up a blind trust for his assets.",2020-11-05 02:35:36.444360
a22c1d55-2138-4b51-a2e4-7ba47877c003,['Trump Staff & Administration'],"March 2, 2018",2018-03-02 00:00:00,"William G. Otis, Donald Trump’s appointee for the Sentencing Commission, which sets policy for punishing federal prisoners, has favored abolishing the agency. Otis has also written a variety of racially charged statements on subjects ranging from violence to family structure. In one post on the legal blog “Crime and Consequences,” Trump’s new pick for the commission wrote, “When Fifth Circuit Judge Edith Jones said at a University of Pennsylvania Law School talk that blacks and Hispanics are more violent than whites, a consortium of civil rights organizations filed a complaint. The complaint calls for stern discipline, on the grounds that the remarks were ‘discriminatory and biased.’ …So far as I have been able to discover, it makes no mention of the fact that they’re true.”",2020-11-05 02:35:36.444618
a8ba6eec-4f17-4092-819b-2e83729316f1,['Public Statements / Tweets'],"March 13, 2020",2020-03-13 00:00:00,"Trump said an Obama-era rule was to blame for the Trump administration not being able to provide coronavirus tests more expediently. However, no such rule exists.",2020-11-05 02:35:36.444906
e871a517-8484-4626-b933-17c477f9a28d,['Public Statements / Tweets'],"May 20, 2019",2019-05-20 00:00:00,"At a rally in Pennsylvania, Trump repeated a claim that the United States has no more room for immigrants. “Our country is full. We don’t want people coming up here,” he said. His words contradicted what he said a month earlier: “We have companies pouring in,” he said. “The problem is we need workers.”",2020-11-05 02:35:36.445199
8112ec0a-d8ff-4728-bc88-ef9268fe95b0,['Trump Staff & Administration'],"January 1, 2018",2018-01-01 00:00:00,"Representative Devin Nunes sent a letter to Deputy Attorney General Rod Rosenstein indicating that the House Intelligence Committee would be expanding its investigation to include the Justice Department’s handling of the Russia investigation. Nunes’s announcement included a request for access to the documents of the ongoing investigation. This statement arrived about one month before the release of the infamous Nunes Memo, and was likely a precursor to its release.",2020-11-05 02:35:36.445679
78d6651d-a78a-4561-86c7-5201ee9ccf81,['No Category'],"July 8, 2020",2020-07-08 00:00:00,"Trump’s June 20 indoor rally in Tulsa was likely to blame for a spike in COVID-19 cases in Tulsa County, a county health official said. A one-day record-high number of cases was reported in the county after the event.",2020-11-05 02:35:36.445929
e54c1990-2a25-40ff-bf91-67fdb43ad9b3,"['Trump Staff & Administration', 'Environment']","March 9, 2017",2017-03-09 00:00:00,"Environmental Protection Agency administrator Scott Pruitt said he did not believe carbon dioxide was a primary contributor to global warming. Pruitt’s statement contradicted a library of scientific evidence, including a 2009 study by his own agency which concluded carbon emissions were a leading cause of global warming.",2020-11-05 02:35:36.446228
505930b4-33a1-457b-b758-95b603cb00a1,['Collusion with Russia & Obstruction of Justice'],"February 13, 2017",2017-02-13 00:00:00,"Less than one month after Trump took office, Michael Flynn resigned as national security adviser. His resignation followed the public revelation that he had misled Vice President Mike Pence about his contact with Russians. Contrary to what Michael Flynn had told Pence, Flynn had discussed Russian sanctions in a December meeting with Russian Ambassador Sergey Kislyak.",2020-11-05 02:35:36.446486
72150321-549a-4bcf-a247-91ed18a0c438,['Trump Staff & Administration'],"June 24, 2020",2020-06-24 00:00:00,"At least six advance staffers, including two Secret Service employees, tested positive for COVID-19 after helping staff Trump’s rally in Tulsa.",2020-11-05 02:35:36.446777
52622d1d-defe-458c-ba62-33f730d4307c,['Public Statements / Tweets'],"March 27, 2020",2020-03-27 00:00:00,"Trump boasted that “We’ve now established great testing. … We’ve tested now more than anybody.” The U.S. did test more people for the coronavirus than South Korea, but South Koreans were tested much earlier, conducted five times as many tests per capita than the U.S., and had a per capita death toll twenty-five times lower than the United States death toll per capita.",2020-11-05 02:35:36.447033
9a092c6b-88ef-4f8b-8351-f597317a864d,"['Sexual Misconduct, Harassment, & Bullying', 'Public Statements / Tweets']","July 13, 2017",2017-07-13 00:00:00,"Donald Trump told Brigitte Macron, the first lady of France, that she was ""in such good shape,” during his first state visit to France as president.",2020-11-05 02:35:36.447328
e03f965d-3ce5-4ff9-b0b8-78723c6c77c0,"['Public Statements / Tweets', 'Policy']","September 7, 2020",2020-09-07 00:00:00,"Bob Woodward revealed in his new book, Rage, that Trump knew about the dangers of the coronavirus but downplayed them for the public. “This is deadly stuff,” Trump said in a Feb. 7 call with Woodward. On Feb. 26, by contrast, Trump told a press conference: “You know, in many cases, when you catch this, it’s very light; you don’t even know there’s a problem. Sometimes they just get the sniffles.”",2020-11-05 02:35:36.447755
d49ed8ea-53e2-49ba-b8af-1c9c28fe151f,['Trump Staff & Administration'],"October 25, 2020",2020-10-25 00:00:00,"“We’re not going to control the pandemic,” Trump’s chief of staff Mark Meadows told CNN — suggesting that the Trump administration had given up on any attempt to stem the spread of the virus.",2020-11-05 02:35:36.448047
f84c3a64-0930-4a85-a0bb-7dbfa298825c,['Policy'],"January 24, 2017",2017-01-24 00:00:00,Donald Trump barred all employees of the Environmental Protection Agency from posting on social media or speaking with reporters about their work.,2020-11-05 02:35:36.448298
712aadbb-e410-4822-a9ad-bc51f6e46624,"['Collusion with Russia & Obstruction of Justice', 'Public Statements / Tweets']","June 12, 2019",2019-06-12 00:00:00,"In an ABC News interview, the president said that if he was offered information about a 2020 political opponent, “It’s not an interference, they have information — I think I’d take it.”",2020-11-05 02:35:36.448723
84ace23d-0d64-452c-be64-407d93bc3969,"['White Supremacy, Racism, Homophobia, Transphobia, & Xenophobia', 'Public Statements / Tweets']","July 1, 2020",2020-07-01 00:00:00,"Trump condemned New York City Mayor Bill de Blasio’s plan to have the words BLACK LIVES MATTER painted on Fifth Avenue, in front of Trump Tower. On Twitter, the president wrote that the words were a “symbol of hate” that would denigrate “this luxury Avenue.”",2020-11-05 02:35:36.449283
97496100-f6f3-4c08-9210-1edf08e06390,['Public Statements / Tweets'],"July 5, 2020",2020-07-05 00:00:00,"Going against medical experts’ estimates, Trump boasted that the nation would probably have a coronavirus “solution long before the end of the year.” When pressed about Trump’s claim, Dr. Stephen Hahn, the Food and Drug Administration commissioner in charge of approving vaccines, said, “I can’t predict when a vaccine will be available.” Many experts have said a vaccine would not be available until at least mid-2021.",2020-11-05 02:35:36.449549
f40c2261-06e4-4012-8acf-69ab9a3a1777,"['Policy', 'White Supremacy, Racism, Homophobia, Transphobia, & Xenophobia']","October 4, 2019",2019-10-04 00:00:00,Trump signed a proclamation barring immigrants without health care from entering the country. Only migrants with approved health insurance or the means to pay for “reasonably foreseeable medical costs” would be allowed to immigrate.,2020-11-05 02:35:36.449849
87298b87-9ef2-4569-869c-b57e6dc4d448,['Public Statements / Tweets'],"December 21, 2019",2019-12-21 00:00:00,"The White House incorrectly tweeted “the Obama Admin tried to limit Americans to buying more-expensive LED bulbs for their home.” In reality, the regulations date back to the George W. Bush administration.",2020-11-05 02:35:36.450180
85ae6a31-bd77-4176-8497-e5f1555bcbe6,['Public Statements / Tweets'],"July 22, 2020",2020-07-22 00:00:00,"Trump again boasted about the results of a cognitive test that he took. “It was 30 to 35 questions,” he said during a Fox News interview. “The first questions are very easy. The last questions are much more difficult. Like a memory question. It’s, like, you’ll go: Person. Woman. Man. Camera. TV. So they say, ‘Could you repeat that?’ So I said, ‘Yeah. It’s: Person. Woman. Man. Camera. TV.’” Trump continued: “They say, ’That’s amazing. How did you do that?’” I do it because I have, like, a good memory, because I’m cognitively there. Now, Joe should take that test, because something’s going on. And, and, I say this with respect. I mean — going to probably happen to all of us, right? You know? It’s going to happen.""",2020-11-05 02:35:36.450439
0039645e-2265-4377-ab20-4f09287b86e3,['No Category'],Error - unable to extract date as ext ('NoneType' object has no attribute 'get_text'),"Error (time data ""Error - unable to extract date as ext ('NoneType' object has no attribute 'get_text')"" does not match format '%B %d, %Y') converting Error - unable to extract date as ext ('NoneType' object has no attribute 'get_text')",,2020-11-05 02:35:36.454486
055df2f4-d361-4745-9225-bae8757659a6,['Public Statements / Tweets'],"July 27, 2020",2020-07-27 00:00:00,"Trump announced that he had been invited by the New York Yankees to throw out the ceremonial first pitch at a Yankees game in August — sharing the news an hour before Dr. Anthony Fauci, the government’s top infectious disease expert with whom Trump has sparred, threw the opening pitch in the Yankees’ first game of the season. The Yankees, however, had never invited Trump, and the White House followed his statement by saying that the president was, in fact, booked on the day of the game and had to cancel.",2020-11-05 02:35:36.454743
961de607-cb6a-4160-b0df-776c1678b4c3,"['Public Statements / Tweets', 'White Supremacy, Racism, Homophobia, Transphobia, & Xenophobia']","June 20, 2020",2020-06-20 00:00:00,"Trump said he ordered his administration to “slow down” coronavirus testing so that fewer cases of COVID-19 would be reported. “When you do testing to that extent, you’re going to find more people, you’re going to find more cases,” he said at his first campaign rally in months, in Tulsa. “So I said to my people, ‘Slow the testing down, please.’ They test and they test.” In his speech, which drew far fewer people than the arena could hold, Trump also referred to the coronavirus as the “kung flu.”",2020-11-05 02:35:36.455080
f52a4984-744d-491e-b44d-82c17d909f73,['Trump Family Business Dealings'],"August 24, 2020",2020-08-24 00:00:00,"New York State’s attorney general asked a State Supreme Court judge to compel Eric Trump, the president’s son, to testify in an investigation. The inquiry was looking into whether Trump and his business overstated assets “to secure loans and obtain economic and tax benefits.” Eric Trump canceled an interview with the attorney general in July, and the Trump Organization said it would not comply with seven subpoenas that it was sent.",2020-11-05 02:35:36.455336
f52edf00-a704-43ab-9d5e-618c5b8a7c8b,['Policy'],"September 5, 2017",2017-09-05 00:00:00,"Donald Trump ordered an end to the Deferred Action for Childhood Arrivals (DACA) program, inviting Congress to take the necessary actions to offer its replacement. One of Barack Obama’s signature pieces of legislation, DACA protects against the deportation of nearly 800,000 young people who arrived in the United States as children. Trump gave Congress six months to act on his order before he would begin phasing out the DACA protections. Among Trump’s most oft-repeated arguments against the program is that DACA beneficiaries would take jobs from natural-born American citizens. Many economists vehemently disagree with Trump on this point, citing the fact that a) immigrants are more likely than natural-born Americans to start companies (employing new workers in the process), and b) the number of individuals retiring from the workforce will outpace the number of young people entering it by 55 million in 2020.",2020-11-05 02:35:36.455958
3a734cfa-597e-48fa-a417-0e886fb201d4,"['Public Statements / Tweets', 'White Supremacy, Racism, Homophobia, Transphobia, & Xenophobia']","September 14, 2020",2020-09-14 00:00:00,"Violating Nevada’s regulations, Trump held an indoor rally near Las Vegas. “We are not shutting the country again. A shutdown would destroy the lives and dreams of millions of Americans,” he said. “We will very easily defeat the China virus.” Most in the crowd shunned masks.",2020-11-05 02:35:36.456261
f589c15f-ced1-41ca-866c-19327b1b7cf9,"['Policy', 'Public Statements / Tweets']","December 11, 2018",2018-12-11 00:00:00,"If Congress refused to provide funding for construction of his border wall, Trump told Democratic lawmakers that he would be “proud” to shut down the government. “I’ll be the one to shut it down,” he said. “I will take the mantle.”",2020-11-05 02:35:36.456608
19bebb7d-5717-4a2e-89eb-63c23cbb9b9c,['Policy'],"January 17, 2019",2019-01-17 00:00:00,"House Speaker Nancy Pelosi was scheduled to visit troops in Afghanistan, but Trump canceled her use of a military aircraft. The retaliatory move came after she urged him to delay his State of the Union address because of the shutdown.",2020-11-05 02:35:36.456874
9cc04eb4-6c71-4e62-9092-08c5cd513e13,['Public Statements / Tweets'],"April 27, 2020 ",2020-04-27 00:00:00,"If Americans were ingesting or injecting disinfectants to fight the coronavirus, it wasn’t his fault, Trump said. States reported numerous cases of people drinking cleaning products after Trump’s comments. At his daily briefing, the president was asked if he accepted any responsibility for people improperly using cleaning products. “No, I don’t,” he said.",2020-11-05 02:35:36.457128
9e87ae6d-1c75-462e-bca9-53fe34c28cd8,"['Policy', 'Trump Family Business Dealings']","June 20, 2017",2017-06-20 00:00:00,"Donald Trump’s budget cuts to address homelessness and low-income housing did not cut funding for one New York City housing development—the subsidized Starrett City housing complex. It happened that Trump held a stake in Starrett City, and made about $5 million dollars off the property in three months during 2016. (June 20, 2017) Trump Business Dealings Policy",2020-11-05 02:35:36.457422
3cbec8d6-941e-40d1-82e5-bdb1807881bb,"['Public Statements / Tweets', 'Trump Staff & Administration']","June 6, 2017",2017-06-06 00:00:00,White House Press Secretary Sean Spicer announced that Donald Trump’s tweets are official statements from the president.,2020-11-05 02:35:36.457715
d7d3fb60-c196-433e-97cb-cac6a756f188,['Collusion with Russia & Obstruction of Justice'],"March 22, 2019",2019-03-22 00:00:00,"Special Counsel Robert Mueller delivered his 448-page report into Russian interference in the 2016 election to Attorney General William Barr. Barr gave the first formal remarks on the report and issued a 4-page summary before its release, downplaying and mischaracterizing Trump’s culpability. Mueller’s report did not exonerate Trump, and Barr’s statements seemed to absolve Trump of wrongdoing. Mueller and others condemned Barr’s summary of the report, and in a follow-up letter, Mueller stated, “There is now public confusion about critical aspects of the results of our investigation. This threatens to undermine a central purpose for which the Department appointed the Special Counsel: to assure full public confidence in the outcome of the investigations.”",2020-11-05 02:35:36.457967
2f8dd06c-74c1-4dd3-8e01-0b3fb3507baf,['Trump Staff & Administration'],"March 2,  2017",2017-03-02 00:00:00,"The Senate confirmed Ben Carson, a retired neurosurgeon, as the new Secretary of the Department of Housing and Urban Development. The department handles a budget of around $30 billion and supports public housing for about 2.1 million people. Carson had no prior experience overseeing an organization on the scale of HUD, nor had he ever worked, in any capacity, on urban development or housing policy.",2020-11-05 02:35:36.458299
527db77e-088b-4b96-9161-347ce68fad57,['Public Statements / Tweets'],"June 1, 2020",2020-06-01 00:00:00,"After spending time in a White House bunker, Trump arranged a photo-op for himself in front of nearby St. John’s church, holding up a Bible as a prop. “Is that your Bible?” a reporter asked him. “It’s a Bible,” Trump replied. Protesters in the area were sprayed with tear gas so that Trump and an entourage could walk unencumbered to the church.",2020-11-05 02:35:36.458587
8323cb75-34e5-4006-b443-68c35956d4bc,"['Collusion with Russia & Obstruction of Justice', 'Trump Staff & Administration']","November 26, 2018",2018-11-26 00:00:00,"Facing prison time for bank fraud and conspiracy to obstruct justice, Trump’s former campaign chairman Paul Manafort breached his plea agreement by repeatedly lying to federal investigators.",2020-11-05 02:35:36.458880
748549b4-6b98-464d-9220-bb1e8646f1bf,['Collusion with Russia & Obstruction of Justice'],"April 3, 2018",2018-04-03 00:00:00,"Alex van der Zwaan plead guilty to charges filed by Robert Mueller that accused van der Zwaan of lying to federal investigators about his contacts with the Trump campaign and a Russian intelligence operative named Konstantin Kilimnik Van der Zwaan was the first individual sentenced in Robert Mueller’s ongoing investigation, receiving a 30-day sentence and a $20,000 fine.",2020-11-05 02:35:36.459131
7a4cab9f-e6e1-4a81-9256-609a9b29ba44,['Public Statements / Tweets'],"October 17, 2020",2020-10-17 00:00:00,"“Lock her up!” chanted the crowd at a Trump rally in Muskegon, Michigan, after he demanded that Gov. Gretchen Whitmer reopen the state during the pandemic. Trump responded by saying, “Lock ’em all up.” His comments came nine days after the FBI announced that it had charged 13 men in an alleged plot to attack the state’s capitol building and kidnap and potentially kill the governor.",2020-11-05 02:35:36.459422
